filename,path,noise_fn,croissant_count,slipper_count,object_count,lines,artifacts,channel_state
3932.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3932.png,random,2.0,1.0,2.0,True,True,lighten_channel
3933.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3933.png,salt_pepper,1.0,1.0,0.0,False,False,darken_channel
3934.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3934.png,gaussian,2.0,1.0,0.0,True,False,darken_channel
3935.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3935.png,gaussian,1.0,1.0,1.0,True,True,darken_channel
3936.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3936.png,random,2.0,1.0,0.0,True,True,lighten_channel
3937.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3937.png,random,1.0,1.0,2.0,False,True,darken_channel
3938.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3938.png,gaussian,1.0,1.0,1.0,False,False,darken_channel
3939.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3939.png,gaussian,1.0,2.0,1.0,True,False,lighten_channel
3940.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3940.png,none,2.0,1.0,1.0,False,True,normal
3941.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3941.png,none,2.0,2.0,0.0,True,False,darken_channel
3942.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3942.png,salt_pepper,2.0,2.0,0.0,False,True,lighten_channel
3943.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3943.png,gaussian,1.0,2.0,1.0,False,True,lighten_channel
3944.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3944.png,gaussian,1.0,2.0,1.0,True,True,darken_channel
3945.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3945.png,random,1.0,1.0,1.0,False,True,lighten_channel
3946.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3946.png,random,2.0,1.0,0.0,True,True,darken_channel
3947.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3947.png,none,1.0,2.0,1.0,True,False,lighten_channel
3948.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3948.png,salt_pepper,1.0,1.0,0.0,True,False,normal
3949.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3949.png,salt_pepper,1.0,1.0,0.0,False,False,lighten_channel
3950.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3950.png,salt_pepper,1.0,2.0,0.0,True,False,normal
3951.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3951.png,salt_pepper,1.0,2.0,0.0,True,False,normal
3952.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3952.png,gaussian,1.0,1.0,2.0,False,False,lighten_channel
3953.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3953.png,none,2.0,1.0,1.0,False,False,darken_channel
3954.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3954.png,none,1.0,1.0,0.0,True,True,lighten_channel
3955.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3955.png,gaussian,1.0,2.0,2.0,False,False,lighten_channel
3956.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3956.png,none,2.0,2.0,1.0,False,False,lighten_channel
3957.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3957.png,random,2.0,2.0,1.0,False,True,darken_channel
3958.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3958.png,gaussian,2.0,2.0,1.0,True,False,normal
3959.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3959.png,random,1.0,1.0,0.0,False,True,darken_channel
3960.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3960.png,random,2.0,2.0,0.0,False,True,darken_channel
3961.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3961.png,random,2.0,2.0,0.0,True,False,normal
3962.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3962.png,none,2.0,2.0,1.0,False,True,lighten_channel
3963.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3963.png,random,2.0,1.0,1.0,False,False,lighten_channel
3964.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3964.png,gaussian,1.0,1.0,0.0,False,True,lighten_channel
3965.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3965.png,none,2.0,1.0,0.0,True,True,darken_channel
3966.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3966.png,salt_pepper,1.0,1.0,1.0,True,True,normal
3967.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3967.png,gaussian,2.0,1.0,0.0,False,True,normal
3968.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3968.png,salt_pepper,1.0,2.0,0.0,False,True,lighten_channel
3969.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3969.png,gaussian,1.0,1.0,0.0,True,True,lighten_channel
3970.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3970.png,gaussian,1.0,2.0,0.0,False,True,darken_channel
3971.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3971.png,salt_pepper,1.0,2.0,0.0,False,False,darken_channel
3972.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3972.png,random,2.0,1.0,0.0,False,True,normal
3973.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3973.png,none,2.0,1.0,0.0,False,True,darken_channel
3974.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3974.png,none,1.0,1.0,2.0,True,False,normal
3975.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3975.png,gaussian,2.0,2.0,1.0,True,False,normal
3976.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3976.png,gaussian,2.0,1.0,0.0,True,True,darken_channel
3977.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3977.png,random,1.0,1.0,1.0,False,False,lighten_channel
3978.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3978.png,none,2.0,1.0,0.0,False,True,lighten_channel
3979.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3979.png,none,2.0,1.0,0.0,False,False,darken_channel
3980.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3980.png,none,1.0,2.0,0.0,True,False,lighten_channel
3981.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3981.png,salt_pepper,1.0,1.0,1.0,False,True,lighten_channel
3982.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3982.png,gaussian,1.0,1.0,0.0,True,True,darken_channel
3983.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3983.png,none,1.0,2.0,1.0,True,False,normal
3984.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3984.png,salt_pepper,1.0,1.0,0.0,False,False,darken_channel
3985.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3985.png,none,2.0,2.0,0.0,False,True,normal
3986.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3986.png,random,1.0,2.0,0.0,False,False,lighten_channel
3987.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3987.png,random,1.0,2.0,0.0,True,True,darken_channel
3988.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3988.png,gaussian,1.0,1.0,0.0,False,False,normal
3989.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3989.png,none,2.0,1.0,1.0,True,False,darken_channel
3990.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3990.png,gaussian,1.0,1.0,0.0,False,False,darken_channel
3991.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3991.png,salt_pepper,2.0,1.0,1.0,True,True,normal
3992.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3992.png,random,1.0,1.0,1.0,False,True,lighten_channel
3993.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3993.png,salt_pepper,1.0,2.0,0.0,True,True,darken_channel
3994.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3994.png,random,2.0,1.0,0.0,True,False,normal
3995.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3995.png,salt_pepper,2.0,1.0,2.0,True,True,normal
3996.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3996.png,random,2.0,1.0,1.0,False,False,normal
3997.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3997.png,none,2.0,1.0,0.0,True,True,normal
3998.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3998.png,gaussian,2.0,2.0,0.0,True,True,normal
3999.png,./data/constructed_datasets/copy_paste_microfluidic/train/images/3999.png,none,2.0,1.0,0.0,False,True,lighten_channel
0000.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0000.png,none,2.0,2.0,0.0,True,True,lighten_channel
0001.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0001.png,random,2.0,1.0,0.0,True,True,lighten_channel
0002.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0002.png,random,1.0,2.0,0.0,True,False,lighten_channel
0003.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0003.png,salt_pepper,2.0,2.0,1.0,True,True,lighten_channel
0004.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0004.png,gaussian,2.0,2.0,0.0,False,True,normal
0005.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0005.png,gaussian,1.0,1.0,0.0,False,False,lighten_channel
0006.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0006.png,random,2.0,2.0,0.0,True,True,normal
0007.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0007.png,salt_pepper,1.0,1.0,0.0,False,False,lighten_channel
0008.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0008.png,none,2.0,1.0,0.0,True,True,normal
0009.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0009.png,gaussian,1.0,1.0,2.0,True,False,darken_channel
0010.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0010.png,none,1.0,2.0,0.0,True,True,normal
0011.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0011.png,salt_pepper,1.0,2.0,0.0,False,False,lighten_channel
0012.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0012.png,none,1.0,2.0,1.0,True,False,lighten_channel
0013.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0013.png,none,2.0,1.0,1.0,True,True,normal
0014.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0014.png,none,2.0,2.0,1.0,False,False,darken_channel
0015.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0015.png,gaussian,2.0,1.0,0.0,True,False,lighten_channel
0016.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0016.png,salt_pepper,1.0,1.0,1.0,False,False,darken_channel
0017.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0017.png,gaussian,2.0,1.0,0.0,True,False,darken_channel
0018.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0018.png,random,1.0,2.0,0.0,True,True,darken_channel
0019.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0019.png,salt_pepper,2.0,1.0,1.0,True,True,darken_channel
0020.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0020.png,gaussian,2.0,1.0,0.0,True,True,darken_channel
0021.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0021.png,random,2.0,1.0,2.0,False,False,normal
0022.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0022.png,gaussian,2.0,1.0,0.0,False,False,normal
0023.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0023.png,none,1.0,1.0,0.0,True,True,normal
0024.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0024.png,salt_pepper,1.0,2.0,1.0,True,True,lighten_channel
0025.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0025.png,none,1.0,1.0,0.0,True,True,normal
0026.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0026.png,gaussian,2.0,1.0,0.0,True,True,lighten_channel
0027.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0027.png,gaussian,2.0,1.0,0.0,True,False,normal
0028.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0028.png,none,1.0,1.0,0.0,False,True,lighten_channel
0029.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0029.png,none,2.0,1.0,1.0,True,False,lighten_channel
0030.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0030.png,salt_pepper,1.0,2.0,0.0,True,False,lighten_channel
0031.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0031.png,random,2.0,2.0,0.0,True,True,lighten_channel
0032.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0032.png,none,1.0,1.0,0.0,True,False,lighten_channel
0033.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0033.png,gaussian,2.0,2.0,0.0,True,False,lighten_channel
0034.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0034.png,random,1.0,1.0,1.0,False,True,lighten_channel
0035.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0035.png,gaussian,1.0,2.0,1.0,True,True,darken_channel
0036.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0036.png,random,2.0,1.0,1.0,False,False,normal
0037.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0037.png,gaussian,1.0,1.0,0.0,False,False,normal
0038.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0038.png,gaussian,2.0,2.0,0.0,False,True,normal
0039.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0039.png,salt_pepper,1.0,1.0,1.0,False,False,lighten_channel
0040.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0040.png,none,1.0,2.0,0.0,True,True,darken_channel
0041.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0041.png,none,2.0,1.0,0.0,False,False,lighten_channel
0042.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0042.png,none,1.0,1.0,0.0,True,False,lighten_channel
0043.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0043.png,salt_pepper,1.0,1.0,0.0,False,False,darken_channel
0044.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0044.png,random,2.0,2.0,0.0,False,False,normal
0045.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0045.png,salt_pepper,2.0,2.0,0.0,True,False,lighten_channel
0046.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0046.png,none,1.0,1.0,0.0,False,True,lighten_channel
0047.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0047.png,none,1.0,1.0,1.0,True,False,lighten_channel
0048.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0048.png,random,1.0,2.0,1.0,False,True,darken_channel
0049.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0049.png,salt_pepper,1.0,2.0,0.0,False,True,darken_channel
0050.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0050.png,gaussian,2.0,2.0,0.0,False,True,lighten_channel
0051.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0051.png,random,1.0,1.0,0.0,True,True,darken_channel
0052.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0052.png,gaussian,2.0,1.0,1.0,True,False,normal
0053.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0053.png,salt_pepper,1.0,2.0,0.0,True,True,lighten_channel
0054.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0054.png,none,1.0,2.0,0.0,False,False,darken_channel
0055.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0055.png,random,1.0,1.0,1.0,False,False,darken_channel
0056.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0056.png,gaussian,1.0,2.0,1.0,True,False,lighten_channel
0057.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0057.png,salt_pepper,1.0,1.0,1.0,True,False,normal
0058.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0058.png,gaussian,1.0,1.0,0.0,False,False,lighten_channel
0059.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0059.png,none,1.0,2.0,1.0,True,False,darken_channel
0060.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0060.png,random,2.0,1.0,0.0,False,False,darken_channel
0061.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0061.png,salt_pepper,2.0,2.0,1.0,False,False,normal
0062.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0062.png,salt_pepper,1.0,1.0,0.0,True,False,lighten_channel
0063.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0063.png,random,1.0,1.0,0.0,True,False,lighten_channel
0064.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0064.png,salt_pepper,2.0,2.0,0.0,True,True,darken_channel
0065.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0065.png,salt_pepper,2.0,1.0,0.0,True,True,lighten_channel
0066.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0066.png,salt_pepper,2.0,1.0,1.0,False,False,darken_channel
0067.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0067.png,gaussian,1.0,2.0,0.0,False,True,normal
0068.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0068.png,salt_pepper,2.0,1.0,0.0,True,True,normal
0069.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0069.png,salt_pepper,1.0,2.0,1.0,False,False,normal
0070.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0070.png,salt_pepper,2.0,1.0,1.0,True,True,darken_channel
0071.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0071.png,none,2.0,1.0,1.0,False,False,darken_channel
0072.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0072.png,salt_pepper,1.0,2.0,0.0,False,True,lighten_channel
0073.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0073.png,salt_pepper,1.0,2.0,0.0,False,True,normal
0074.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0074.png,none,2.0,1.0,0.0,False,False,lighten_channel
0075.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0075.png,none,2.0,1.0,0.0,True,True,normal
0076.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0076.png,none,1.0,2.0,0.0,True,False,darken_channel
0077.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0077.png,salt_pepper,1.0,1.0,0.0,True,False,normal
0078.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0078.png,gaussian,2.0,1.0,1.0,False,False,darken_channel
0079.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0079.png,none,1.0,2.0,0.0,False,True,darken_channel
0080.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0080.png,none,1.0,2.0,0.0,False,False,darken_channel
0081.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0081.png,salt_pepper,2.0,1.0,2.0,False,False,lighten_channel
0082.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0082.png,random,2.0,1.0,1.0,False,True,lighten_channel
0083.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0083.png,none,2.0,2.0,2.0,False,True,normal
0084.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0084.png,none,2.0,2.0,0.0,True,False,darken_channel
0085.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0085.png,salt_pepper,1.0,2.0,0.0,False,False,normal
0086.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0086.png,salt_pepper,1.0,2.0,1.0,False,True,normal
0087.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0087.png,none,1.0,2.0,2.0,False,False,normal
0088.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0088.png,gaussian,1.0,1.0,0.0,False,True,normal
0089.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0089.png,none,2.0,0.0,1.0,True,True,lighten_channel
0090.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0090.png,none,2.0,1.0,0.0,True,True,normal
0091.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0091.png,none,1.0,1.0,0.0,False,False,normal
0092.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0092.png,random,2.0,1.0,1.0,True,True,normal
0093.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0093.png,none,2.0,2.0,0.0,False,False,normal
0094.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0094.png,gaussian,2.0,1.0,0.0,False,True,lighten_channel
0095.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0095.png,none,1.0,1.0,1.0,False,False,normal
0096.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0096.png,salt_pepper,1.0,1.0,1.0,True,True,normal
0097.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0097.png,gaussian,2.0,2.0,0.0,True,False,normal
0098.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0098.png,none,2.0,1.0,0.0,False,True,normal
0099.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0099.png,random,2.0,2.0,1.0,False,True,normal
0100.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0100.png,random,1.0,2.0,0.0,True,False,darken_channel
0101.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0101.png,salt_pepper,2.0,2.0,1.0,False,False,lighten_channel
0102.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0102.png,random,1.0,2.0,0.0,False,True,lighten_channel
0103.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0103.png,random,2.0,2.0,0.0,False,True,darken_channel
0104.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0104.png,gaussian,1.0,2.0,0.0,False,True,darken_channel
0105.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0105.png,gaussian,1.0,1.0,2.0,True,False,darken_channel
0106.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0106.png,random,1.0,1.0,0.0,True,True,normal
0107.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0107.png,gaussian,2.0,1.0,2.0,False,False,lighten_channel
0108.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0108.png,salt_pepper,1.0,1.0,1.0,False,False,darken_channel
0109.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0109.png,salt_pepper,2.0,2.0,1.0,True,True,darken_channel
0110.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0110.png,random,1.0,2.0,0.0,True,False,darken_channel
0111.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0111.png,salt_pepper,2.0,2.0,0.0,True,True,lighten_channel
0112.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0112.png,gaussian,1.0,2.0,1.0,True,True,normal
0113.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0113.png,salt_pepper,1.0,2.0,1.0,False,True,normal
0114.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0114.png,gaussian,2.0,2.0,0.0,True,True,darken_channel
0115.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0115.png,random,2.0,1.0,1.0,True,True,darken_channel
0116.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0116.png,random,1.0,1.0,0.0,True,True,lighten_channel
0117.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0117.png,salt_pepper,2.0,1.0,1.0,False,False,normal
0118.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0118.png,salt_pepper,2.0,1.0,0.0,False,True,lighten_channel
0119.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0119.png,none,2.0,2.0,0.0,True,False,darken_channel
0120.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0120.png,salt_pepper,2.0,1.0,0.0,False,True,normal
0121.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0121.png,gaussian,1.0,1.0,0.0,False,False,darken_channel
0122.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0122.png,gaussian,1.0,1.0,0.0,True,False,lighten_channel
0123.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0123.png,salt_pepper,2.0,1.0,0.0,True,False,darken_channel
0124.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0124.png,salt_pepper,2.0,1.0,0.0,True,False,darken_channel
0125.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0125.png,none,1.0,2.0,2.0,False,True,lighten_channel
0126.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0126.png,salt_pepper,1.0,1.0,1.0,False,True,normal
0127.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0127.png,gaussian,2.0,1.0,1.0,False,True,lighten_channel
0128.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0128.png,none,2.0,2.0,0.0,False,False,darken_channel
0129.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0129.png,gaussian,1.0,2.0,0.0,False,True,darken_channel
0130.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0130.png,salt_pepper,1.0,2.0,0.0,True,False,lighten_channel
0131.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0131.png,gaussian,1.0,2.0,0.0,False,True,darken_channel
0132.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0132.png,salt_pepper,1.0,1.0,0.0,True,False,darken_channel
0133.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0133.png,gaussian,2.0,1.0,1.0,False,True,darken_channel
0134.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0134.png,none,2.0,2.0,0.0,True,True,lighten_channel
0135.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0135.png,salt_pepper,1.0,1.0,1.0,False,False,darken_channel
0136.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0136.png,none,1.0,1.0,1.0,False,True,darken_channel
0137.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0137.png,salt_pepper,2.0,2.0,0.0,False,True,lighten_channel
0138.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0138.png,random,2.0,1.0,2.0,False,True,lighten_channel
0139.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0139.png,gaussian,2.0,2.0,0.0,True,True,darken_channel
0140.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0140.png,salt_pepper,2.0,1.0,0.0,True,False,darken_channel
0141.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0141.png,none,2.0,2.0,1.0,True,True,lighten_channel
0142.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0142.png,gaussian,1.0,1.0,1.0,True,True,lighten_channel
0143.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0143.png,salt_pepper,2.0,2.0,1.0,True,True,lighten_channel
0144.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0144.png,salt_pepper,2.0,2.0,0.0,False,True,normal
0145.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0145.png,random,2.0,1.0,1.0,True,True,darken_channel
0146.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0146.png,salt_pepper,2.0,1.0,1.0,True,False,lighten_channel
0147.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0147.png,salt_pepper,1.0,1.0,0.0,False,False,lighten_channel
0148.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0148.png,random,2.0,1.0,0.0,True,False,normal
0149.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0149.png,salt_pepper,2.0,1.0,0.0,False,False,lighten_channel
0150.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0150.png,gaussian,1.0,1.0,1.0,True,False,normal
0151.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0151.png,random,1.0,1.0,1.0,False,True,lighten_channel
0152.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0152.png,salt_pepper,2.0,2.0,0.0,False,True,lighten_channel
0153.png,./data/constructed_datasets/copy_paste_microfluidic/test/images/0153.png,gaussian,2.0,1.0,0.0,True,False,lighten_channel
