filename,path,noise_fn,croissant_count,slipper_count,object_count,lines,artifacts
0235.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0235.png,gaussian,4.0,4.0,3.0,False,False
0236.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0236.png,gaussian,4.0,3.0,4.0,True,False
0237.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0237.png,none,3.0,3.0,3.0,True,False
0238.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0238.png,none,3.0,4.0,4.0,False,True
0239.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0239.png,salt_pepper,3.0,4.0,4.0,True,False
0240.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0240.png,random,2.0,3.0,3.0,False,False
0241.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0241.png,gaussian,4.0,3.0,3.0,True,False
0242.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0242.png,random,4.0,3.0,3.0,True,False
0243.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0243.png,salt_pepper,3.0,3.0,4.0,True,False
0244.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0244.png,salt_pepper,3.0,3.0,3.0,False,True
0245.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0245.png,none,3.0,4.0,3.0,False,False
0246.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0246.png,none,4.0,4.0,3.0,True,False
0247.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0247.png,gaussian,3.0,3.0,3.0,False,False
0248.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0248.png,salt_pepper,4.0,4.0,3.0,True,False
0249.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0249.png,gaussian,3.0,3.0,4.0,False,False
0250.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0250.png,random,4.0,4.0,3.0,False,True
0251.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0251.png,none,4.0,3.0,3.0,False,True
0252.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0252.png,gaussian,4.0,4.0,2.0,True,False
0253.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0253.png,gaussian,3.0,4.0,3.0,True,True
0254.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0254.png,random,4.0,3.0,4.0,False,False
0255.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0255.png,salt_pepper,3.0,3.0,2.0,True,False
0256.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0256.png,salt_pepper,3.0,3.0,3.0,True,False
0257.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0257.png,random,3.0,3.0,4.0,False,True
0258.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0258.png,gaussian,3.0,3.0,4.0,True,False
0259.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0259.png,none,3.0,3.0,3.0,False,True
0260.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0260.png,random,4.0,3.0,3.0,False,False
0261.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0261.png,none,3.0,4.0,4.0,False,False
0262.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0262.png,random,4.0,4.0,2.0,False,False
0263.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0263.png,random,3.0,3.0,4.0,False,False
0264.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0264.png,random,4.0,4.0,3.0,True,False
0265.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0265.png,salt_pepper,3.0,4.0,4.0,True,False
0266.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0266.png,gaussian,3.0,3.0,3.0,False,True
0267.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0267.png,none,3.0,4.0,3.0,False,True
0268.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0268.png,salt_pepper,4.0,4.0,3.0,True,True
0269.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0269.png,gaussian,4.0,3.0,2.0,False,True
0270.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0270.png,random,4.0,3.0,3.0,True,True
0271.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0271.png,gaussian,3.0,4.0,4.0,True,True
0272.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0272.png,gaussian,2.0,4.0,3.0,False,True
0273.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0273.png,random,3.0,3.0,4.0,False,True
0274.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0274.png,random,3.0,4.0,4.0,True,True
0275.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0275.png,random,4.0,4.0,3.0,False,False
0276.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0276.png,salt_pepper,4.0,4.0,2.0,False,False
0277.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0277.png,salt_pepper,4.0,3.0,4.0,True,True
0278.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0278.png,none,3.0,4.0,4.0,False,True
0279.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0279.png,random,3.0,3.0,4.0,True,False
0280.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0280.png,gaussian,3.0,4.0,4.0,False,False
0281.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0281.png,salt_pepper,4.0,3.0,3.0,True,True
0282.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0282.png,salt_pepper,4.0,3.0,3.0,True,False
0283.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0283.png,salt_pepper,3.0,3.0,3.0,True,True
0284.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0284.png,none,4.0,4.0,3.0,True,False
0285.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0285.png,random,2.0,3.0,4.0,False,True
0286.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0286.png,none,4.0,4.0,3.0,True,True
0287.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0287.png,gaussian,3.0,3.0,4.0,True,True
0288.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0288.png,gaussian,3.0,4.0,4.0,False,True
0289.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0289.png,none,3.0,3.0,4.0,False,False
0290.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0290.png,salt_pepper,3.0,4.0,3.0,True,True
0291.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0291.png,none,4.0,3.0,3.0,False,False
0292.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0292.png,random,4.0,3.0,3.0,True,True
0293.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0293.png,salt_pepper,3.0,4.0,2.0,False,False
0294.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0294.png,random,4.0,3.0,4.0,False,False
0295.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0295.png,random,2.0,4.0,3.0,True,False
0296.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0296.png,none,3.0,4.0,3.0,False,True
0297.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0297.png,gaussian,3.0,3.0,4.0,True,False
0298.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0298.png,salt_pepper,4.0,4.0,3.0,False,False
0299.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0299.png,gaussian,4.0,3.0,3.0,True,True
0300.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0300.png,gaussian,3.0,3.0,3.0,True,True
0301.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0301.png,random,4.0,4.0,3.0,True,True
0302.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0302.png,gaussian,4.0,3.0,3.0,True,False
0303.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0303.png,none,4.0,3.0,3.0,False,False
0304.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0304.png,none,4.0,4.0,3.0,True,False
0305.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0305.png,gaussian,4.0,3.0,3.0,True,False
0306.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0306.png,salt_pepper,4.0,3.0,3.0,True,False
0307.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0307.png,salt_pepper,4.0,2.0,3.0,True,False
0308.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0308.png,salt_pepper,4.0,3.0,3.0,True,False
0309.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0309.png,gaussian,3.0,4.0,3.0,False,False
0310.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0310.png,salt_pepper,4.0,3.0,3.0,True,False
0311.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0311.png,gaussian,4.0,3.0,3.0,True,True
0312.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0312.png,gaussian,3.0,4.0,3.0,True,True
0313.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0313.png,gaussian,3.0,3.0,1.0,False,False
0314.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0314.png,gaussian,3.0,3.0,4.0,False,True
0315.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0315.png,none,4.0,4.0,4.0,True,True
0316.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0316.png,salt_pepper,3.0,3.0,3.0,False,True
0317.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0317.png,salt_pepper,4.0,4.0,3.0,True,True
0318.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0318.png,gaussian,4.0,3.0,3.0,True,False
0319.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0319.png,gaussian,4.0,3.0,4.0,False,True
0320.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0320.png,salt_pepper,3.0,3.0,3.0,False,False
0321.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0321.png,random,4.0,3.0,3.0,False,False
0322.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0322.png,random,4.0,4.0,3.0,True,True
0323.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0323.png,none,3.0,3.0,3.0,False,False
0324.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0324.png,random,4.0,3.0,4.0,False,True
0325.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0325.png,salt_pepper,3.0,4.0,3.0,True,True
0326.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0326.png,salt_pepper,4.0,4.0,3.0,False,True
0327.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0327.png,gaussian,3.0,3.0,3.0,False,True
0328.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0328.png,random,4.0,4.0,4.0,True,False
0329.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0329.png,random,3.0,3.0,3.0,True,True
0330.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0330.png,gaussian,4.0,3.0,3.0,False,True
0331.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0331.png,none,4.0,3.0,3.0,True,True
0332.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0332.png,gaussian,4.0,4.0,3.0,False,True
0333.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0333.png,random,3.0,3.0,3.0,False,True
0334.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0334.png,gaussian,3.0,2.0,4.0,False,False
0335.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0335.png,salt_pepper,4.0,4.0,4.0,False,False
0336.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0336.png,salt_pepper,3.0,3.0,3.0,True,True
0337.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0337.png,none,4.0,3.0,4.0,False,False
0338.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0338.png,salt_pepper,3.0,4.0,3.0,False,False
0339.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0339.png,gaussian,3.0,3.0,4.0,False,True
0340.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0340.png,random,4.0,4.0,3.0,True,False
0341.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0341.png,random,3.0,4.0,4.0,True,True
0342.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0342.png,gaussian,4.0,3.0,3.0,False,True
0343.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0343.png,salt_pepper,3.0,3.0,3.0,True,False
0344.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0344.png,random,3.0,4.0,3.0,False,False
0345.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0345.png,gaussian,4.0,4.0,3.0,True,False
0346.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0346.png,gaussian,3.0,3.0,4.0,False,False
0347.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0347.png,none,4.0,3.0,3.0,True,False
0348.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0348.png,gaussian,4.0,4.0,3.0,False,True
0349.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0349.png,salt_pepper,3.0,4.0,2.0,True,False
0350.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0350.png,none,3.0,3.0,4.0,False,True
0351.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0351.png,gaussian,3.0,4.0,3.0,False,True
0352.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0352.png,none,4.0,3.0,3.0,False,True
0353.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0353.png,salt_pepper,4.0,3.0,3.0,True,True
0354.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0354.png,salt_pepper,3.0,4.0,4.0,True,True
0355.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0355.png,none,4.0,3.0,4.0,True,True
0356.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0356.png,random,3.0,4.0,3.0,False,True
0357.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0357.png,gaussian,2.0,4.0,4.0,True,False
0358.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0358.png,random,3.0,3.0,3.0,True,True
0359.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0359.png,gaussian,3.0,4.0,3.0,True,True
0360.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0360.png,none,4.0,3.0,3.0,True,False
0361.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0361.png,none,3.0,4.0,3.0,False,False
0362.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0362.png,gaussian,3.0,3.0,4.0,False,True
0363.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0363.png,gaussian,4.0,4.0,4.0,True,True
0364.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0364.png,random,4.0,3.0,3.0,False,True
0365.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0365.png,gaussian,3.0,4.0,4.0,True,True
0366.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0366.png,salt_pepper,4.0,3.0,3.0,True,True
0367.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0367.png,gaussian,3.0,4.0,4.0,True,True
0368.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0368.png,none,4.0,4.0,4.0,False,True
0369.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0369.png,random,3.0,4.0,4.0,False,True
0370.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0370.png,random,3.0,3.0,4.0,False,False
0371.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0371.png,none,3.0,3.0,3.0,True,True
0372.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0372.png,gaussian,3.0,4.0,4.0,False,True
0373.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0373.png,none,4.0,3.0,3.0,False,True
0374.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0374.png,none,3.0,3.0,4.0,True,False
0375.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0375.png,gaussian,3.0,4.0,3.0,True,True
0376.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0376.png,random,3.0,4.0,2.0,True,True
0377.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0377.png,random,3.0,4.0,4.0,True,True
0378.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0378.png,random,4.0,3.0,4.0,True,False
0379.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0379.png,gaussian,3.0,4.0,3.0,False,True
0380.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0380.png,salt_pepper,3.0,3.0,3.0,True,False
0381.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0381.png,salt_pepper,3.0,4.0,4.0,False,False
0382.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0382.png,random,4.0,3.0,2.0,False,False
0383.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0383.png,random,3.0,2.0,4.0,True,False
0384.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0384.png,none,3.0,3.0,3.0,False,False
0385.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0385.png,none,3.0,4.0,3.0,False,True
0386.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0386.png,gaussian,3.0,3.0,4.0,True,True
0387.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0387.png,random,3.0,4.0,3.0,False,False
0388.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0388.png,gaussian,3.0,3.0,2.0,True,True
0389.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0389.png,salt_pepper,3.0,4.0,4.0,True,False
0390.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0390.png,random,4.0,3.0,3.0,False,False
0391.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0391.png,salt_pepper,4.0,3.0,4.0,True,False
0392.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0392.png,random,3.0,4.0,3.0,False,False
0393.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0393.png,salt_pepper,3.0,4.0,3.0,False,True
0394.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0394.png,random,3.0,4.0,3.0,True,True
0395.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0395.png,gaussian,3.0,4.0,4.0,True,True
0396.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0396.png,random,4.0,3.0,4.0,False,True
0397.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0397.png,random,3.0,4.0,4.0,False,False
0398.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0398.png,none,4.0,3.0,3.0,False,False
0399.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0399.png,salt_pepper,3.0,3.0,4.0,False,False
0400.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0400.png,salt_pepper,4.0,4.0,3.0,True,False
0401.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0401.png,gaussian,4.0,3.0,3.0,False,True
0402.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0402.png,gaussian,4.0,3.0,4.0,True,True
0403.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0403.png,gaussian,3.0,4.0,2.0,False,False
0404.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0404.png,none,3.0,4.0,4.0,True,False
0405.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0405.png,salt_pepper,3.0,4.0,4.0,True,True
0406.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0406.png,salt_pepper,3.0,3.0,4.0,False,False
0407.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0407.png,random,3.0,3.0,4.0,False,True
0408.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0408.png,random,3.0,4.0,4.0,False,False
0409.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0409.png,gaussian,4.0,3.0,3.0,False,True
0410.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0410.png,salt_pepper,3.0,3.0,2.0,False,True
0411.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0411.png,random,4.0,3.0,4.0,True,False
0412.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0412.png,gaussian,4.0,3.0,3.0,False,True
0413.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0413.png,none,3.0,3.0,3.0,False,False
0414.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0414.png,none,4.0,3.0,4.0,True,False
0415.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0415.png,gaussian,3.0,4.0,3.0,False,False
0416.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0416.png,gaussian,4.0,3.0,3.0,False,False
0417.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0417.png,random,3.0,3.0,4.0,False,True
0418.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0418.png,gaussian,4.0,4.0,4.0,False,False
0419.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0419.png,gaussian,2.0,4.0,3.0,True,False
0420.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0420.png,none,3.0,4.0,4.0,True,True
0421.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0421.png,none,3.0,4.0,3.0,False,False
0422.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0422.png,random,3.0,3.0,3.0,True,False
0423.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0423.png,none,4.0,3.0,4.0,True,False
0424.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0424.png,random,3.0,4.0,4.0,True,False
0425.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0425.png,none,3.0,4.0,4.0,False,False
0426.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0426.png,random,4.0,4.0,4.0,True,True
0427.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0427.png,gaussian,3.0,3.0,3.0,True,True
0428.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0428.png,salt_pepper,1.0,3.0,4.0,True,False
0429.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0429.png,random,3.0,3.0,3.0,False,False
0430.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0430.png,none,3.0,4.0,4.0,True,True
0431.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0431.png,none,3.0,3.0,3.0,True,True
0432.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0432.png,none,3.0,3.0,3.0,False,True
0433.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0433.png,salt_pepper,4.0,4.0,3.0,True,False
0434.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0434.png,random,4.0,4.0,3.0,False,False
0435.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0435.png,salt_pepper,4.0,3.0,3.0,False,False
0436.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0436.png,gaussian,4.0,4.0,4.0,True,False
0437.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0437.png,random,4.0,4.0,3.0,False,False
0438.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0438.png,none,3.0,3.0,3.0,True,True
0439.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0439.png,gaussian,3.0,4.0,3.0,False,False
0440.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0440.png,random,3.0,4.0,3.0,False,False
0441.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0441.png,random,3.0,3.0,3.0,False,True
0442.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0442.png,salt_pepper,3.0,3.0,4.0,False,False
0443.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0443.png,gaussian,4.0,3.0,3.0,True,True
0444.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0444.png,none,4.0,4.0,3.0,False,False
0445.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0445.png,salt_pepper,4.0,4.0,3.0,True,True
0446.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0446.png,salt_pepper,4.0,4.0,3.0,False,False
0447.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0447.png,salt_pepper,3.0,4.0,3.0,True,False
0448.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0448.png,random,3.0,3.0,4.0,True,True
0449.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0449.png,gaussian,4.0,3.0,3.0,True,True
0450.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0450.png,none,4.0,4.0,3.0,False,False
0451.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0451.png,gaussian,3.0,4.0,3.0,False,False
0452.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0452.png,salt_pepper,4.0,3.0,4.0,True,True
0453.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0453.png,none,4.0,3.0,3.0,False,True
0454.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0454.png,gaussian,4.0,4.0,3.0,False,True
0455.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0455.png,salt_pepper,3.0,3.0,3.0,True,True
0456.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0456.png,none,3.0,4.0,3.0,True,False
0457.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0457.png,none,3.0,3.0,3.0,True,True
0458.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0458.png,random,3.0,4.0,4.0,True,False
0459.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0459.png,none,3.0,4.0,3.0,False,False
0460.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0460.png,salt_pepper,3.0,4.0,3.0,True,False
0461.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0461.png,salt_pepper,3.0,3.0,4.0,True,True
0462.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0462.png,salt_pepper,3.0,4.0,3.0,True,True
0463.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0463.png,salt_pepper,3.0,3.0,3.0,False,True
0464.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0464.png,none,3.0,3.0,4.0,True,True
0465.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0465.png,salt_pepper,3.0,4.0,3.0,True,True
0466.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0466.png,none,3.0,4.0,3.0,True,False
0467.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0467.png,salt_pepper,4.0,3.0,4.0,False,True
0468.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0468.png,none,4.0,4.0,4.0,True,True
0469.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0469.png,salt_pepper,4.0,4.0,3.0,False,False
0470.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0470.png,salt_pepper,4.0,3.0,4.0,False,False
0471.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0471.png,gaussian,4.0,4.0,3.0,False,False
0472.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0472.png,gaussian,4.0,4.0,3.0,True,False
0473.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0473.png,gaussian,3.0,3.0,3.0,True,True
0474.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0474.png,random,3.0,3.0,4.0,False,False
0475.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0475.png,random,3.0,4.0,2.0,True,False
0476.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0476.png,salt_pepper,3.0,3.0,3.0,True,False
0477.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0477.png,random,3.0,4.0,4.0,True,False
0478.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0478.png,gaussian,3.0,3.0,3.0,True,False
0479.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0479.png,none,4.0,3.0,3.0,True,False
0480.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0480.png,salt_pepper,3.0,3.0,4.0,False,False
0481.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0481.png,none,2.0,3.0,3.0,False,True
0482.png,./data/constructed_datasets/copy_paste_random_pos/test/images/0482.png,salt_pepper,3.0,4.0,3.0,True,False
